state_residency,is_in_state,urban_centric_locale,student_aid_index,adjusted_gross_income,first_gen,pell_eligible,hs_gpa,sat_act_percentile,institutional_tier,cost_of_attendance,miles_from_campus,fafsa_submitted_month,fafsa_month_sin,fafsa_month_cos,demonstrated_interest,merit_scholarship_amt,need_grant_amt,total_aid_package,net_price,enrolled,net_price_to_income_ratio,financial_aid_discount_rate,unmet_financial_need_gap,engagement_velocity
IL,0,Rural,-1500.0,18939.0,0,1,2.62,67.0,R2 Doctoral,53634.0,49.6,3,1.0,0.0,24.2,16209.0,30319.0,46528.0,7106.0,1,0.3752,0.8675,8606.0,0.055
IL,0,Suburb,8877.0,38013.0,1,1,3.58,83.0,R1 Research,68536.0,320.9,1,0.5,0.866,100.0,21073.0,20058.0,41131.0,27405.0,1,0.7209,0.6001,18528.0,0.0877
OH,1,City,6563.0,28832.0,0,1,3.87,55.0,Regional Comprehensive,31993.0,158.1,3,1.0,0.0,70.3,14489.0,13895.0,28384.0,3609.0,0,0.1252,0.8872,0.0,0.082
AL,0,City,15344.0,76407.0,1,0,2.81,41.0,R2 Doctoral,67421.0,191.7,4,0.866,-0.5,56.3,20284.0,12451.0,32735.0,34686.0,0,0.454,0.4855,19342.0,0.0946
NY,0,Suburb,9187.0,17239.0,1,0,1.5,,R1 Research,72977.0,197.5,3,1.0,0.0,63.1,6663.0,16465.0,23128.0,49849.0,0,2.8916,0.3169,40662.0,0.3333
WI,0,Suburb,11890.0,45617.0,0,0,2.28,34.0,Regional Comprehensive,46383.0,33.6,2,0.866,0.5,73.6,10254.0,6478.0,16732.0,29651.0,0,0.65,0.3607,17761.0,0.359
KS,0,City,7033.0,55569.0,0,1,2.4,32.0,Community College,20372.0,383.4,3,1.0,0.0,65.2,566.0,5332.0,5898.0,14474.0,0,0.2605,0.2895,7441.0,0.0753
MA,0,Rural,18772.0,61172.0,0,0,2.06,,Regional Comprehensive,36536.0,822.0,2,0.866,0.5,66.4,3809.0,4568.0,8377.0,28159.0,0,0.4603,0.2293,9387.0,0.2188
OH,1,Rural,12331.0,83889.0,0,0,3.89,81.0,Liberal Arts College,66918.0,51.5,3,1.0,0.0,59.3,33362.0,14622.0,47984.0,18934.0,1,0.2257,0.7171,6603.0,0.0556
WI,0,City,2027.0,49756.0,0,1,3.14,49.0,Community College,15313.0,67.9,7,-0.5,-0.866,87.4,1542.0,4846.0,6388.0,8925.0,1,0.1794,0.4172,6898.0,0.1507
GA,0,City,13973.0,38926.0,0,0,2.74,55.0,Liberal Arts College,77947.0,106.9,11,-0.5,0.866,59.9,24779.0,12624.0,37403.0,40544.0,0,1.0416,0.4799,26571.0,0.0368
OH,1,City,32978.0,154203.0,0,0,3.24,57.0,Regional Comprehensive,36226.0,23.6,1,0.5,0.866,83.3,14590.0,483.0,15073.0,21153.0,0,0.1372,0.4161,0.0,0.0667
MI,0,Suburb,3733.0,49990.0,0,1,2.77,39.0,Community College,18125.0,86.8,12,-0.0,1.0,92.2,2358.0,6830.0,9188.0,8937.0,1,0.1788,0.5069,5204.0,0.3019
NY,0,Rural,51861.0,174866.0,0,0,2.9,48.0,R2 Doctoral,62846.0,250.2,3,1.0,0.0,78.3,17670.0,2691.0,20361.0,42485.0,0,0.243,0.324,0.0,0.0652
CA,0,Suburb,9221.0,49807.0,0,0,3.47,62.0,R2 Doctoral,46039.0,169.9,10,-0.866,0.5,60.1,16923.0,8954.0,25877.0,20162.0,1,0.4048,0.5621,10941.0,0.0635
OH,1,City,10392.0,62211.0,0,0,3.4,90.0,R2 Doctoral,44061.0,105.2,6,0.0,-1.0,25.2,18752.0,5231.0,23983.0,20078.0,0,0.3227,0.5443,9686.0,0.0229
TX,0,Suburb,7879.0,56960.0,1,1,3.44,86.0,Regional Comprehensive,46617.0,187.0,10,-0.866,0.5,51.3,25234.0,10915.0,36149.0,10468.0,0,0.1838,0.7754,2589.0,0.2903
IL,0,City,24032.0,74345.0,0,0,2.46,50.0,Liberal Arts College,50701.0,51.1,1,0.5,0.866,100.0,14850.0,6417.0,21267.0,29434.0,1,0.3959,0.4195,5402.0,0.1692
NJ,0,Suburb,17503.0,46523.0,0,0,2.28,12.0,R1 Research,77214.0,74.9,1,0.5,0.866,68.8,10617.0,9902.0,20519.0,56695.0,1,1.2186,0.2657,39192.0,0.1316
MS,0,Suburb,16968.0,67455.0,1,0,3.15,65.0,Regional Comprehensive,31859.0,70.2,1,0.5,0.866,42.8,12063.0,3215.0,15278.0,16581.0,1,0.2458,0.4796,0.0,0.0833
CA,0,Suburb,33286.0,189508.0,0,0,3.11,69.0,Regional Comprehensive,46058.0,104.2,2,0.866,0.5,58.1,18291.0,2532.0,20823.0,25235.0,1,0.1332,0.4521,0.0,0.0222
AZ,0,Suburb,25629.0,133943.0,0,0,2.13,9.0,Community College,20275.0,834.1,6,0.0,-1.0,37.1,1745.0,0.0,1745.0,18530.0,0,0.1383,0.0861,0.0,0.0385
GA,0,Rural,25711.0,134609.0,0,0,3.21,48.0,Regional Comprehensive,43362.0,986.8,4,0.866,-0.5,51.9,14365.0,4189.0,18554.0,24808.0,0,0.1843,0.4279,0.0,0.0493
CA,0,City,-1500.0,23952.0,0,1,3.05,44.0,Regional Comprehensive,46033.0,305.0,6,0.0,-1.0,51.1,16194.0,24773.0,40967.0,5066.0,0,0.2115,0.8899,6566.0,0.1569
FL,0,Town,-1500.0,26912.0,1,1,3.1,40.0,Liberal Arts College,100266.0,143.5,12,-0.0,1.0,46.4,30512.0,44347.0,74859.0,25407.0,0,0.9441,0.7466,26907.0,0.084
CA,0,City,12112.0,73628.0,0,0,3.23,77.0,R1 Research,67621.0,30.3,1,0.5,0.866,64.2,21128.0,13499.0,34627.0,32994.0,1,0.4481,0.5121,20882.0,0.0492
FL,0,Suburb,28751.0,109637.0,0,0,3.16,73.0,Regional Comprehensive,40009.0,159.6,2,0.866,0.5,25.1,14362.0,3126.0,17488.0,22521.0,1,0.2054,0.4371,0.0,0.0515
FL,0,Rural,10184.0,43314.0,0,0,3.54,71.0,R1 Research,90923.0,55.3,2,0.866,0.5,73.8,29629.0,15840.0,45469.0,45454.0,0,1.0494,0.5001,35270.0,0.2927
IL,0,Suburb,9371.0,38091.0,0,0,2.86,49.0,R1 Research,74275.0,702.0,7,-0.5,-0.866,83.2,14420.0,15424.0,29844.0,44431.0,0,1.1664,0.4018,35060.0,0.0811
MI,0,City,41578.0,171711.0,0,0,2.26,18.0,Regional Comprehensive,50465.0,23.5,1,0.5,0.866,29.7,13350.0,1971.0,15321.0,35144.0,1,0.2047,0.3036,0.0,0.0297
CA,0,Suburb,34273.0,103139.0,0,0,3.03,86.0,Community College,15034.0,189.7,2,0.866,0.5,81.0,2161.0,0.0,2161.0,12873.0,1,0.1248,0.1437,0.0,0.1053
TX,0,Town,38324.0,134827.0,0,0,2.88,45.0,Regional Comprehensive,34086.0,50.6,4,0.866,-0.5,71.9,12056.0,0.0,12056.0,22030.0,0,0.1634,0.3537,0.0,0.0476
CA,0,Rural,8667.0,45805.0,0,1,2.28,21.0,Regional Comprehensive,41249.0,125.4,1,0.5,0.866,69.4,9027.0,13106.0,22133.0,19116.0,1,0.4173,0.5366,10449.0,0.1333
NJ,0,Suburb,8868.0,43286.0,0,1,3.14,59.0,Regional Comprehensive,44348.0,255.0,11,-0.5,0.866,54.7,17365.0,13653.0,31018.0,13330.0,0,0.308,0.6994,4462.0,0.093
NY,0,City,22410.0,124642.0,1,0,3.47,56.0,Regional Comprehensive,42789.0,370.5,12,-0.0,1.0,61.0,15859.0,3024.0,18883.0,23906.0,1,0.1918,0.4413,1496.0,0.0725
NJ,0,Suburb,3864.0,52096.0,1,1,3.45,76.0,Regional Comprehensive,42781.0,118.9,10,-0.866,0.5,74.3,20562.0,19482.0,40044.0,2737.0,1,0.0525,0.936,0.0,0.1111
FL,0,City,9807.0,40546.0,1,0,3.85,99.0,Community College,14394.0,281.8,3,1.0,0.0,68.9,3028.0,771.0,3799.0,10595.0,0,0.2613,0.2639,788.0,0.2778
CA,0,City,5296.0,32614.0,1,1,3.75,81.0,Regional Comprehensive,46121.0,63.2,5,0.5,-0.866,100.0,23517.0,14579.0,38096.0,8025.0,1,0.2461,0.826,2729.0,0.3519
KS,0,Suburb,5854.0,43559.0,0,1,3.43,82.0,Community College,18413.0,164.0,1,0.5,0.866,51.4,4836.0,5268.0,10104.0,8309.0,0,0.1908,0.5487,2455.0,0.0566
CA,0,Town,19627.0,118191.0,1,0,2.55,12.0,Regional Comprehensive,35213.0,362.9,9,-1.0,-0.0,89.2,5502.0,2240.0,7742.0,27471.0,1,0.2324,0.2199,7844.0,0.1
TX,0,City,-1228.0,21227.0,1,1,3.44,59.0,R2 Doctoral,54295.0,179.6,1,0.5,0.866,64.5,19180.0,16461.0,35641.0,18654.0,0,0.8788,0.6564,19882.0,0.1143
TX,0,Town,16008.0,99004.0,0,0,3.39,71.0,R1 Research,71024.0,72.7,5,0.5,-0.866,52.1,18686.0,13217.0,31903.0,39121.0,1,0.3951,0.4492,23113.0,0.1132
MT,0,Town,11887.0,37801.0,1,0,3.43,47.0,Regional Comprehensive,49878.0,94.5,1,0.5,0.866,84.9,20568.0,7360.0,27928.0,21950.0,0,0.5807,0.5599,10063.0,0.2143
WA,0,Town,9733.0,54100.0,0,0,2.81,52.0,Liberal Arts College,71865.0,368.1,9,-1.0,-0.0,50.1,24169.0,13900.0,38069.0,33796.0,0,0.6247,0.5297,24063.0,0.1143
WA,0,City,19808.0,56653.0,0,0,2.49,32.0,Regional Comprehensive,49481.0,40.3,4,0.866,-0.5,91.4,12814.0,6144.0,18958.0,30523.0,1,0.5388,0.3831,10715.0,0.0702
DE,0,Suburb,10527.0,53694.0,0,0,3.3,70.0,Community College,21209.0,47.0,1,0.5,0.866,49.4,4055.0,2414.0,6469.0,14740.0,0,0.2745,0.305,4213.0,0.1875
CA,0,City,4419.0,51188.0,0,1,1.9,10.0,R2 Doctoral,51196.0,238.3,1,0.5,0.866,85.7,7881.0,22230.0,30111.0,21085.0,0,0.4119,0.5882,16666.0,0.1765
NH,0,City,11755.0,45710.0,0,0,2.85,47.0,Liberal Arts College,83961.0,79.9,2,0.866,0.5,72.7,23871.0,10320.0,34191.0,49770.0,0,1.0888,0.4072,38015.0,0.0561
TX,0,Suburb,8335.0,41713.0,1,1,3.6,44.0,Regional Comprehensive,50238.0,27.6,12,-0.0,1.0,53.9,20061.0,20322.0,40383.0,9855.0,0,0.2363,0.8038,1520.0,0.08
AZ,0,Suburb,41335.0,162793.0,0,0,2.84,35.0,R2 Doctoral,62683.0,523.3,1,0.5,0.866,45.1,14722.0,5591.0,20313.0,42370.0,0,0.2603,0.3241,1035.0,0.0312
OH,1,City,20856.0,64089.0,0,0,2.18,30.0,Regional Comprehensive,32666.0,11.6,3,1.0,0.0,43.2,8103.0,2875.0,10978.0,21688.0,1,0.3384,0.3361,832.0,0.3333
IL,0,City,11073.0,57487.0,0,0,3.13,42.0,Liberal Arts College,76094.0,102.8,2,0.866,0.5,46.6,25337.0,12554.0,37891.0,38203.0,1,0.6646,0.4979,27130.0,0.0532
MS,0,Rural,4619.0,39571.0,1,1,2.23,13.0,Community College,15621.0,66.1,6,0.0,-1.0,82.2,975.0,3544.0,4519.0,11102.0,1,0.2806,0.2893,6483.0,0.0685
TX,0,Town,10730.0,46924.0,1,0,3.48,68.0,Regional Comprehensive,50403.0,92.7,8,-0.866,-0.5,61.3,21988.0,10673.0,32661.0,17742.0,0,0.3781,0.648,7012.0,0.1111
VT,0,Suburb,14063.0,39670.0,0,0,2.81,43.0,Liberal Arts College,62496.0,50.0,11,-0.5,0.866,68.0,20760.0,9339.0,30099.0,32397.0,0,0.8167,0.4816,18334.0,0.099
IL,0,Rural,18148.0,109212.0,1,0,3.03,65.0,Community College,18615.0,268.2,3,1.0,0.0,67.8,2473.0,106.0,2579.0,16036.0,0,0.1468,0.1385,0.0,0.0797
MA,0,City,5714.0,36586.0,1,1,2.43,36.0,Liberal Arts College,87962.0,142.3,3,1.0,0.0,45.2,22028.0,42774.0,64802.0,23160.0,1,0.633,0.7367,17446.0,0.0851
HI,0,Suburb,7044.0,12490.0,1,1,3.19,54.0,R2 Doctoral,50060.0,355.9,2,0.866,0.5,72.3,13751.0,13868.0,27619.0,22441.0,0,1.7967,0.5517,15397.0,0.0805
CA,0,Town,11290.0,65643.0,1,0,2.51,14.0,Liberal Arts College,77005.0,66.8,8,-0.866,-0.5,71.5,15571.0,10662.0,26233.0,50772.0,1,0.7735,0.3407,39482.0,0.0643
AR,0,Suburb,8231.0,51474.0,0,1,2.52,77.0,R1 Research,57863.0,1189.8,12,-0.0,1.0,21.4,16305.0,13910.0,30215.0,27648.0,0,0.5371,0.5222,19417.0,0.0161
NJ,0,City,5572.0,41284.0,0,1,1.81,10.0,R1 Research,68790.0,17.1,2,0.866,0.5,51.2,9460.0,34293.0,43753.0,25037.0,1,0.6065,0.636,19465.0,0.0875
MO,0,Suburb,38613.0,121336.0,1,0,2.56,50.0,Community College,16517.0,24.0,7,-0.5,-0.866,46.8,0.0,0.0,0.0,16517.0,1,0.1361,0.0,0.0,0.0275
TX,0,Suburb,-1500.0,8794.0,0,1,3.2,32.0,R1 Research,64966.0,798.4,9,-1.0,-0.0,33.0,14378.0,33953.0,48331.0,16635.0,0,1.8916,0.7439,18135.0,0.0168
MI,0,Suburb,29223.0,195809.0,0,0,3.12,55.0,Community College,20442.0,208.4,9,-1.0,-0.0,58.2,3313.0,0.0,3313.0,17129.0,0,0.0875,0.1621,0.0,0.1429
TN,0,Suburb,26989.0,134507.0,0,0,2.98,49.0,Liberal Arts College,83660.0,181.3,5,0.5,-0.866,64.2,26469.0,13884.0,40353.0,43307.0,1,0.322,0.4823,16318.0,0.1053
GA,0,Suburb,11025.0,40047.0,0,0,3.81,80.0,Liberal Arts College,71315.0,199.3,3,1.0,0.0,84.6,35248.0,14742.0,49990.0,21325.0,1,0.5325,0.701,10300.0,0.0952
TX,0,City,7433.0,45499.0,0,1,2.67,53.0,Regional Comprehensive,46262.0,230.8,5,0.5,-0.866,73.7,14392.0,11821.0,26213.0,20049.0,0,0.4406,0.5666,12616.0,0.0654
FL,0,Suburb,15991.0,90505.0,0,0,3.44,68.0,Liberal Arts College,72469.0,173.6,1,0.5,0.866,57.3,32096.0,8884.0,40980.0,31489.0,0,0.3479,0.5655,15498.0,0.0684
OR,0,City,12919.0,92270.0,0,0,3.88,83.0,Community College,18131.0,46.0,12,-0.0,1.0,47.4,2948.0,871.0,3819.0,14312.0,1,0.1551,0.2106,1393.0,0.0352
CA,0,Rural,9865.0,39879.0,0,0,3.45,72.0,Liberal Arts College,65513.0,299.2,1,0.5,0.866,94.7,28358.0,8677.0,37035.0,28478.0,0,0.7141,0.5653,18613.0,0.0887
MO,0,Town,4194.0,19652.0,0,1,3.32,67.0,R2 Doctoral,52915.0,253.6,2,0.866,0.5,71.0,18621.0,15584.0,34205.0,18710.0,0,0.9521,0.6464,14516.0,0.1579
WY,0,Suburb,60336.0,288329.0,0,0,3.17,46.0,Community College,14091.0,567.8,5,0.5,-0.866,79.9,0.0,0.0,0.0,14091.0,1,0.0489,0.0,0.0,0.0814
CA,0,Town,26423.0,125293.0,0,0,3.04,69.0,Regional Comprehensive,54512.0,807.8,4,0.866,-0.5,34.7,22314.0,5887.0,28201.0,26311.0,0,0.21,0.5173,0.0,0.0625
TX,0,City,11896.0,70469.0,0,0,3.28,58.0,R1 Research,82886.0,179.3,1,0.5,0.866,34.3,22922.0,11650.0,34572.0,48314.0,0,0.6856,0.4171,36418.0,0.0645
TN,0,Suburb,9920.0,71436.0,0,0,2.7,42.0,Community College,25143.0,34.9,4,0.866,-0.5,52.6,1506.0,4085.0,5591.0,19552.0,1,0.2737,0.2224,9632.0,0.0661
CA,0,Suburb,18897.0,98454.0,0,0,3.1,78.0,Regional Comprehensive,50129.0,814.8,6,0.0,-1.0,75.9,21715.0,6384.0,28099.0,22030.0,1,0.2238,0.5605,3133.0,0.15
VA,0,Suburb,33899.0,107319.0,0,0,2.91,89.0,R2 Doctoral,57901.0,43.5,3,1.0,0.0,89.7,22792.0,6486.0,29278.0,28623.0,0,0.2667,0.5057,0.0,0.0909
IN,0,Town,-1500.0,14014.0,0,1,2.13,28.0,Regional Comprehensive,35200.0,180.7,5,0.5,-0.866,45.5,5833.0,11534.0,17367.0,17833.0,0,1.2725,0.4934,19333.0,0.0333
VA,0,Rural,8726.0,48892.0,0,1,3.09,36.0,Community College,21623.0,96.8,1,0.5,0.866,72.3,1627.0,3627.0,5254.0,16369.0,1,0.3348,0.243,7643.0,0.1273
PA,0,Suburb,8678.0,45366.0,1,1,2.56,35.0,Community College,22401.0,80.6,11,-0.5,0.866,65.2,2170.0,7040.0,9210.0,13191.0,0,0.2908,0.4111,4513.0,0.122
IN,0,Suburb,7925.0,56037.0,1,1,2.79,69.0,R2 Doctoral,49247.0,282.7,12,-0.0,1.0,36.0,15746.0,14786.0,30532.0,18715.0,1,0.334,0.62,10790.0,0.0217
VA,0,Suburb,33943.0,109642.0,0,0,3.48,70.0,Liberal Arts College,82723.0,163.8,5,0.5,-0.866,43.9,36006.0,10532.0,46538.0,36185.0,0,0.33,0.5626,2242.0,0.0381
TX,0,City,3541.0,17346.0,1,1,3.28,76.0,R2 Doctoral,56998.0,217.2,4,0.866,-0.5,62.1,22153.0,20102.0,42255.0,14743.0,0,0.8499,0.7413,11202.0,0.0778
NJ,0,City,819.0,23828.0,0,1,3.3,77.0,Regional Comprehensive,44746.0,53.8,7,-0.5,-0.866,34.4,17040.0,23537.0,40577.0,4169.0,1,0.175,0.9068,3350.0,0.045
CT,0,Rural,3127.0,38528.0,0,1,2.72,35.0,R1 Research,77075.0,105.5,10,-0.866,0.5,100.0,14268.0,21442.0,35710.0,41365.0,1,1.0736,0.4633,38238.0,0.121
TN,0,Town,6821.0,70342.0,0,1,2.6,64.0,R2 Doctoral,58886.0,56.5,1,0.5,0.866,43.7,17362.0,19274.0,36636.0,22250.0,0,0.3163,0.6222,15429.0,0.0938
GA,0,Rural,25097.0,114592.0,1,0,1.7,11.0,Community College,16548.0,102.8,4,0.866,-0.5,55.9,0.0,0.0,0.0,16548.0,1,0.1444,0.0,0.0,0.037
NY,0,City,40634.0,203730.0,0,0,2.56,38.0,Regional Comprehensive,49426.0,111.8,3,1.0,0.0,67.6,16589.0,2445.0,19034.0,30392.0,0,0.1492,0.3851,0.0,0.0458
CA,0,City,9569.0,51217.0,1,0,2.24,24.0,Liberal Arts College,62548.0,878.6,1,0.5,0.866,71.2,14070.0,8109.0,22179.0,40369.0,0,0.7882,0.3546,30800.0,0.0737
FL,0,Suburb,21914.0,114456.0,1,0,2.14,7.0,Regional Comprehensive,47253.0,96.5,3,1.0,0.0,76.1,7545.0,3626.0,11171.0,36082.0,1,0.3152,0.2364,14168.0,0.0648
CA,0,Rural,29978.0,104958.0,0,0,3.51,64.0,R1 Research,74774.0,15.0,10,-0.866,0.5,36.5,20757.0,11126.0,31883.0,42891.0,0,0.4086,0.4264,12913.0,0.0435
DE,0,City,8230.0,92967.0,1,1,2.85,36.0,Regional Comprehensive,41676.0,548.2,1,0.5,0.866,42.4,12195.0,11959.0,24154.0,17522.0,0,0.1885,0.5796,9292.0,0.0426
FL,0,City,8848.0,61853.0,1,1,3.24,94.0,Regional Comprehensive,50674.0,203.1,1,0.5,0.866,68.6,24218.0,15719.0,39937.0,10737.0,1,0.1736,0.7881,1889.0,0.0667
AL,0,City,9915.0,47209.0,0,0,3.31,80.0,R2 Doctoral,44720.0,110.4,6,0.0,-1.0,42.0,16559.0,8878.0,25437.0,19283.0,1,0.4085,0.5688,9368.0,0.0635
TX,0,Town,1668.0,29229.0,0,1,3.73,70.0,R2 Doctoral,57690.0,80.1,2,0.866,0.5,48.8,23449.0,21220.0,44669.0,13021.0,1,0.4455,0.7743,11353.0,0.0833
NY,0,Town,6247.0,27869.0,0,1,2.74,69.0,Regional Comprehensive,45934.0,46.9,1,0.5,0.866,48.4,14821.0,18329.0,33150.0,12784.0,0,0.4587,0.7217,6537.0,0.0759
OH,1,Suburb,18069.0,80813.0,0,0,3.18,80.0,Community College,22984.0,280.7,11,-0.5,0.866,39.3,3850.0,850.0,4700.0,18284.0,1,0.2263,0.2045,215.0,0.082
NY,0,City,5495.0,60525.0,0,1,3.39,61.0,Regional Comprehensive,48012.0,133.8,3,1.0,0.0,34.9,17614.0,20115.0,37729.0,10283.0,1,0.1699,0.7858,4788.0,0.1613
SC,0,Town,12796.0,46669.0,0,0,3.18,69.0,Regional Comprehensive,35040.0,20.4,2,0.866,0.5,42.7,15494.0,5129.0,20623.0,14417.0,1,0.3089,0.5886,1621.0,0.0833
WV,0,Suburb,33015.0,101586.0,0,0,1.62,,R1 Research,67903.0,178.7,4,0.866,-0.5,53.5,6925.0,7969.0,14894.0,53009.0,1,0.5218,0.2193,19994.0,0.12
OK,0,City,9897.0,54483.0,0,0,2.94,66.0,Liberal Arts College,93252.0,449.6,1,0.5,0.866,83.2,32597.0,20149.0,52746.0,40506.0,1,0.7435,0.5656,30609.0,0.1077
TX,0,City,13730.0,32614.0,0,0,3.34,74.0,Liberal Arts College,75463.0,149.3,2,0.866,0.5,98.5,30166.0,12807.0,42973.0,32490.0,0,0.9962,0.5695,18760.0,0.2209
MN,0,Suburb,6982.0,51954.0,1,1,3.78,79.0,Regional Comprehensive,40009.0,49.2,4,0.866,-0.5,80.7,21157.0,10899.0,32056.0,7953.0,1,0.1531,0.8012,971.0,0.0984
TX,0,Suburb,28408.0,113647.0,0,0,3.42,55.0,Regional Comprehensive,44774.0,44.8,1,0.5,0.866,67.1,17348.0,3454.0,20802.0,23972.0,1,0.2109,0.4646,0.0,0.25
NV,0,Rural,4581.0,30124.0,1,1,3.22,63.0,R1 Research,87102.0,48.4,11,-0.5,0.866,76.2,22372.0,23856.0,46228.0,40874.0,1,1.3569,0.5307,36293.0,0.2105
MI,0,Suburb,16629.0,73180.0,0,0,3.06,64.0,Community College,16880.0,626.2,2,0.866,0.5,59.1,901.0,64.0,965.0,15915.0,0,0.2175,0.0572,0.0,0.0698
PA,0,Suburb,14406.0,60482.0,0,0,3.22,80.0,Regional Comprehensive,40285.0,117.5,2,0.866,0.5,66.5,21985.0,6737.0,28722.0,11563.0,1,0.1912,0.713,0.0,0.1961
TX,0,Suburb,7718.0,36396.0,0,1,3.24,72.0,R1 Research,69951.0,21.7,7,-0.5,-0.866,70.3,19523.0,18659.0,38182.0,31769.0,0,0.8729,0.5458,24051.0,0.0303
CA,0,Suburb,9762.0,50959.0,0,0,2.85,61.0,Liberal Arts College,70508.0,189.7,10,-0.866,0.5,64.5,25301.0,13294.0,38595.0,31913.0,0,0.6262,0.5474,22151.0,0.0571
FL,0,City,884.0,20300.0,0,1,3.42,61.0,Liberal Arts College,84372.0,146.9,1,0.5,0.866,80.0,33464.0,30193.0,63657.0,20715.0,0,1.0204,0.7545,19831.0,0.0991
NV,0,Suburb,9129.0,68114.0,0,0,2.08,,R2 Doctoral,53886.0,79.1,4,0.866,-0.5,72.3,9244.0,8411.0,17655.0,36231.0,1,0.5319,0.3276,27102.0,0.0431
SC,0,City,1645.0,23562.0,1,1,3.04,35.0,Regional Comprehensive,46583.0,43.4,8,-0.866,-0.5,47.3,17494.0,15050.0,32544.0,14039.0,1,0.5958,0.6986,12394.0,0.0267
HI,0,Suburb,28198.0,136237.0,0,0,3.27,61.0,Regional Comprehensive,52332.0,41.5,10,-0.866,0.5,66.3,18427.0,4719.0,23146.0,29186.0,1,0.2142,0.4423,988.0,0.1529
CA,0,Town,14624.0,58911.0,0,0,2.55,28.0,Regional Comprehensive,40733.0,396.6,1,0.5,0.866,49.3,12755.0,6828.0,19583.0,21150.0,1,0.359,0.4808,6526.0,0.087
VA,0,Suburb,5510.0,41702.0,0,1,3.17,60.0,Community College,21592.0,164.3,12,-0.0,1.0,66.1,2734.0,7187.0,9921.0,11671.0,0,0.2799,0.4595,6161.0,0.0971
FL,0,Suburb,38792.0,145162.0,0,0,3.93,99.0,Liberal Arts College,86052.0,209.4,1,0.5,0.866,55.4,43015.0,13217.0,56232.0,29820.0,1,0.2054,0.6535,0.0,0.0777
NJ,0,City,4976.0,29944.0,1,1,2.62,49.0,Community College,15897.0,163.8,9,-1.0,-0.0,36.3,2993.0,4197.0,7190.0,8707.0,0,0.2908,0.4523,3731.0,0.0451
NY,0,Suburb,5153.0,36742.0,0,1,3.25,34.0,Regional Comprehensive,51195.0,178.7,1,0.5,0.866,37.6,15375.0,22095.0,37470.0,13725.0,0,0.3736,0.7319,8572.0,0.019
NY,0,Suburb,6161.0,16864.0,0,1,2.59,73.0,Community College,15925.0,77.5,5,0.5,-0.866,98.1,3784.0,3055.0,6839.0,9086.0,1,0.5388,0.4295,2925.0,0.129
VA,0,Rural,36431.0,161594.0,1,0,3.73,88.0,R2 Doctoral,47265.0,102.1,2,0.866,0.5,47.0,20097.0,2038.0,22135.0,25130.0,1,0.1555,0.4683,0.0,0.1316
TX,0,Suburb,46448.0,242429.0,1,0,2.89,55.0,R2 Doctoral,50957.0,430.5,2,0.866,0.5,83.0,17223.0,992.0,18215.0,32742.0,1,0.1351,0.3575,0.0,0.2364
GA,0,Rural,2398.0,18864.0,1,1,3.31,65.0,Regional Comprehensive,41381.0,559.6,3,1.0,0.0,77.2,18429.0,16626.0,35055.0,6326.0,0,0.3353,0.8471,3928.0,0.0938
MA,0,Suburb,7500.0,34984.0,1,1,2.4,29.0,Regional Comprehensive,43442.0,35.1,7,-0.5,-0.866,78.0,9095.0,14690.0,23785.0,19657.0,1,0.5619,0.5475,12157.0,0.11
TX,0,Town,6369.0,66189.0,0,1,3.57,91.0,R1 Research,62025.0,101.8,3,1.0,0.0,42.9,19012.0,29174.0,48186.0,13839.0,1,0.2091,0.7769,7470.0,0.0429
MS,0,City,5797.0,43421.0,0,1,3.19,50.0,Regional Comprehensive,47560.0,305.9,11,-0.5,0.866,46.3,17689.0,17665.0,35354.0,12206.0,0,0.2811,0.7434,6409.0,0.1017
NC,0,City,10542.0,61541.0,0,0,3.5,78.0,R1 Research,70831.0,914.2,1,0.5,0.866,45.3,21425.0,16059.0,37484.0,33347.0,0,0.5419,0.5292,22805.0,0.0977
AL,0,City,5230.0,57834.0,0,1,1.85,31.0,R2 Doctoral,57104.0,823.0,1,0.5,0.866,80.5,11648.0,14300.0,25948.0,31156.0,0,0.5387,0.4544,25926.0,0.1935
MA,0,City,20253.0,84410.0,1,0,2.21,27.0,R2 Doctoral,60070.0,54.9,1,0.5,0.866,93.5,11647.0,10338.0,21985.0,38085.0,1,0.4512,0.366,17832.0,0.2549
MO,0,Rural,4575.0,31511.0,0,1,2.19,31.0,Community College,22809.0,483.3,12,-0.0,1.0,52.0,339.0,5706.0,6045.0,16764.0,0,0.532,0.265,12189.0,0.0593
MO,0,Town,27760.0,72310.0,0,0,3.09,40.0,R2 Doctoral,53397.0,134.8,6,0.0,-1.0,96.9,15660.0,5709.0,21369.0,32028.0,1,0.4429,0.4002,4268.0,0.4595
OK,0,Suburb,5754.0,28181.0,1,1,3.11,70.0,Regional Comprehensive,42234.0,379.4,5,0.5,-0.866,67.9,14571.0,16656.0,31227.0,11007.0,1,0.3906,0.7394,5253.0,0.125
WA,0,Suburb,11077.0,46792.0,0,0,2.82,53.0,Regional Comprehensive,48600.0,289.9,12,-0.0,1.0,49.1,15018.0,10027.0,25045.0,23555.0,0,0.5034,0.5153,12478.0,0.1667
NY,0,Suburb,-608.0,18025.0,1,1,3.52,73.0,R1 Research,83293.0,33.6,3,1.0,0.0,66.7,23862.0,30086.0,53948.0,29345.0,0,1.628,0.6477,29953.0,0.129
